FASTSim I/O #,Vocation,Drivetrain,Vehicle loading,Tech year,Range set point of specified spread %,Scenario name,vehPtType,dragCoef,frontalAreaM2,gliderKg_input,vehCgM,driveAxleWeightFrac,wheelBaseM,cargoKg_input,vehOverrideKg,maxFuelStorKw,fuelStorSecsToPeakPwr,fuelStorKwh,fuelStorKwhPerKg,maxFuelConvKw,fcEffType,fcAbsEffImpr,fuelConvSecsToPeakPwr,fuelConvBaseKg,fuelConvKwPerKg,maxMotorKw,motorPeakEff,motorSecsToPeakPwr,mcPeKgPerKw,mcPeBaseKg,maxEssKw,maxEssKwh,essKgPerKwh,essBaseKg,essRoundTripEff,essLifeCoefA,essLifeCoefB,wheelInertiaKgM2,numWheels,wheelRrCoef,wheelRadiusM,wheelCoefOfFric,minSoc,maxSoc,essDischgToFcMaxEffPerc,essChgToFcMaxEffPerc,maxAccelBufferMph,maxAccelBufferPercOfUseableSoc,percHighAccBuf,mphFcOn,kwDemandFcOn,altEff,chgEff,auxKw,forceAuxOnFC,transKg_input,transEff,compMassMultiplier,essToFuelOkError,maxRegen,valUddsMpgge,valHwyMpgge,valCombMpgge,valUddsKwhPerMile,valHwyKwhPerMile,valCombKwhPerMile,valCdRangeMi,valConst65MphKwhPerMile,valConst60MphKwhPerMile,valConst55MphKwhPerMile,valConst45MphKwhPerMile,valUnadjUddsKwhPerMile,valUnadjHwyKwhPerMile,val0To60Mph,valEssLifeMiles,valRangeMiles,valVehBaseCost,valMsrp,minFcTimeOn,idleFcKw,driveCycle,VMT,vmtReductPerYear,constTripDistMiles,vehLifeYears,desiredEssReplacements,gasolineDolPerGal,dieselDolPerGal,dolPerKwh,hydrogenDolPerGGE,tax,discRate,essDolPerKw,essDolPerKwh,essPackageCost,essCostRedPerYear,essSalvageVal,peAndMcDolPerKw,peAndMcBaseCost,iceDolPerKw,iceBaseCost,fuelCellDolPerKw,fuelStorDolPerKwh,fuelStorH2DolPerKwh,plugCost_input,markup,cngIceDolPerKw,fuelStorCngDolPerKwh,vehGliderPrice,vehScenName,range_acvd,acvhd_0_to_acc_speed_secs,mpgge,grid_kwh_per_mi,msrp,gliderCost,fcCost,fsCost,plugCost,mpeCost,essCost,taxCost,vehKg,essMassKg,mcMassKg,fcMassKg,fsMassKg,cargoKg,gliderKg,transKg,Total_mpgge_with_aggegated_PHEV,electricity_use_kWh_per_mi,total_range_mi,fuel_kwh_per_mi,electric_range_mi,fuel_range_mi,Vehicle_class_max_gross_weight(kg),PHEV_Charge_Depleting_Mode_Electricity_Use_kWh_per_mile,PHEV_Charge_Depleting_Mode_Fuel_Use_kWh_per_mile,PHEV_Charge_Sustaining_Mode_Fuel_Use_kWh_per_mile,Vehicle_max_cargo_capacity(kg),Drive_cycle_number,Drive_cycle_name,,,vMassLb
1,C8 truck sleeper,Conv,max,2018,0,C8 truck sleeper| Conv| max cargo| 2018| +0% of ave rng,1,0.471316306,10.18,10832.8,0.46,0.8,2.28,23294.08615,0,5000,1,3413.301864,9.875636446,317,5,0.022964512,6,0,0.2745,0,0.93,4,0.333333333,0,0,0,4.7,75,0.97,110,-0.6811,10,18,0.0054,0.506,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.86,3.4,FALSE,300,0.95,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/long_haul_cyc.csv,109800,0,0,7,0,2.88,3.24,0.13,10,0,0.041,0,197,0,0,0,8,0,47.3,-0.45,196,0.07,36,0,1.5,55,7.467735503,123514.7033,C8 truck sleeper| Conv| max cargo| 2018| +0% of ave rng,672.0177683,58.95359762,6.634924098,0,157552,123514.7033,33678.9,358.3966957,0,0,0,0,36287.43275,0,0,1385.79235,414.754255,23294.08615,10832.8,360,6.634924098,0,750,5.0791840,0,750,36287.43275,0,0,0,23294.08615,1,long_haul_cyc.csv,,,80000
197,C8 truck day cab,Conv,typical,2025,-1,C8 truck day cab| Conv| ave cargo| 2025| -100% of ave rng,1,0.460638507,10.18,9631,0.46,0.6541,5.41,16329.34474,0,5000,1,924.9439692,9.875636446,330.6435939,5,0.068193858,6,0,0.2745,0,0.939526407,4,0.266344418,0,0,0,4.03,75,0.97,110,-0.6811,10,10,0.0049,0.5,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.876644661,2.75,FALSE,385,0.943,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/regional_haul.csv,109800,0,0,7,0,2.88,3.24,0.13,7,0,0.041,0,100,0,0,0,6,0,47.3,12324.64545,140,0.07,16,0,1.5,55,4.695593942,107286.1371,C8 truck day cab| Conv| ave cargo| 2025| -100% of ave rng,200,42.1079681,7.286927884,0,155021.7071,107286.1371,47638.45079,97.11911677,0,0,0,0,27980.17223,0,0,1445.436476,112.3910109,16329.34474,9631,462,7.286927884,0,200,4.6247198,0,200,36287.43275,0,0,0,24636.60527,1,regional_haul.csv,,,61685.64729
198,C8 truck day cab,Conv,typical,2025,-0.5,C8 truck day cab| Conv| ave cargo| 2025| -50% of ave rng,1,0.460638507,10.18,9631,0.46,0.6541,5.41,16329.34474,0,5000,1,1156.853563,9.875636446,330.6435939,5,0.068193858,6,0,0.2745,0,0.939526407,4,0.266344418,0,0,0,4.03,75,0.97,110,-0.6811,10,10,0.0049,0.5,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.876644661,2.75,FALSE,385,0.943,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/regional_haul.csv,109800,0,0,7,0,2.88,3.24,0.13,7,0,0.041,0,100,0,0,0,6,0,47.3,12324.64545,140,0.07,16,0,1.5,55,4.695593942,107286.1371,C8 truck day cab| Conv| ave cargo| 2025| -50% of ave rng,250,42.15071833,7.282684922,0,155046.0576,107286.1371,47638.45079,121.4696241,0,0,0,0,28008.35183,0,0,1445.436476,140.5706137,16329.34474,9631,462,7.282684922,0,250,4.6274143,0,250,36287.43275,0,0,0,24608.42567,1,regional_haul.csv,,,61747.77261
199,C8 truck day cab,Conv,typical,2025,0,C8 truck day cab| Conv| ave cargo| 2025| +0% of ave rng,1,0.460638507,10.18,9631,0.46,0.6541,5.41,16329.34474,0,5000,1,1389.017793,9.875636446,330.6435939,5,0.068193858,6,0,0.2745,0,0.939526407,4,0.266344418,0,0,0,4.03,75,0.97,110,-0.6811,10,10,0.0049,0.5,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.876644661,2.75,FALSE,385,0.943,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/regional_haul.csv,109800,0,0,7,0,2.88,3.24,0.13,7,0,0.041,0,100,0,0,0,6,0,47.3,12324.64545,140,0.07,16,0,1.5,55,4.695593942,107286.1371,C8 truck day cab| Conv| ave cargo| 2025| +0% of ave rng,299.9999998,42.19348674,7.278524469,0,155070.4348,107286.1371,47638.45079,145.8468683,0,0,0,0,28036.56237,0,0,1445.436476,168.7811576,16329.34474,9631,462,7.278524469,0,300,4.6300593,0,300,36287.43275,0,0,0,24580.21512,1,regional_haul.csv,,,61809.96614
200,C8 truck day cab,Conv,typical,2025,0.5,C8 truck day cab| Conv| ave cargo| 2025| +50% of ave rng,1,0.460638507,10.18,9631,0.46,0.6541,5.41,16329.34474,0,5000,1,1621.439824,9.875636446,330.6435939,5,0.068193858,6,0,0.2745,0,0.939526407,4,0.266344418,0,0,0,4.03,75,0.97,110,-0.6811,10,10,0.0049,0.5,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.876644661,2.75,FALSE,385,0.943,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/regional_haul.csv,109800,0,0,7,0,2.88,3.24,0.13,7,0,0.041,0,100,0,0,0,6,0,47.3,12324.64545,140,0.07,16,0,1.5,55,4.695593942,107286.1371,C8 truck day cab| Conv| ave cargo| 2025| +50% of ave rng,350.0000001,42.23634802,7.274398857,0,155094.8391,107286.1371,47638.45079,170.2511815,0,0,0,0,28064.80424,0,0,1445.436476,197.0230273,16329.34474,9631,462,7.274398857,0,350,4.6326852,0,350,36287.43275,0,0,0,24551.97325,1,regional_haul.csv,,,61872.22873
201,C8 truck day cab,Conv,typical,2025,1,C8 truck day cab| Conv| ave cargo| 2025| +100% of ave rng,1,0.460638507,10.18,9631,0.46,0.6541,5.41,16329.34474,0,5000,1,1854.1302,9.875636446,330.6435939,5,0.068193858,6,0,0.2745,0,0.939526407,4,0.266344418,0,0,0,4.03,75,0.97,110,-0.6811,10,10,0.0049,0.5,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.876644661,2.75,FALSE,385,0.943,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/regional_haul.csv,109800,0,0,7,0,2.88,3.24,0.13,7,0,0.041,0,100,0,0,0,6,0,47.3,12324.64545,140,0.07,16,0,1.5,55,4.695593942,107286.1371,C8 truck day cab| Conv| ave cargo| 2025| +100% of ave rng,400,42.27924328,7.270255346,0,155119.2716,107286.1371,47638.45079,194.683671,0,0,0,0,28093.07872,0,0,1445.436476,225.2975038,16329.34474,9631,462,7.270255346,0,400,4.6353255,0,400,36287.43275,0,0,0,24523.69877,1,regional_haul.csv,,,61934.56321
202,C8 truck day cab,Conv,max,2050,0,C8 truck day cab| Conv| max cargo| 2050| +0% of ave rng,1,0.381555963,10.18,8770,0.46,0.6541,5.41,25528.31328,0,5000,1,1064.683691,9.875636446,319.7349755,5,0.12,6,0,0.2745,0,0.980281565,4,0.104583657,0,0,0,2.5,75,0.97,110,-0.6811,10,10,0.0042,0.5,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.949536534,1.5,FALSE,385,0.943,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/regional_haul.csv,109800,0,0,7,0,2.88,3.24,0.13,4,0,0.041,0,80,0,0,0,4,0,47.3,-1067.799601,60,0.07,8,0,1.5,55,3.821380277,106172.6765,C8 truck day cab| Conv| max cargo| 2050| +0% of ave rng,247.5882528,55.09237096,7.836810302,0,139219.1841,106172.6765,32934.71578,111.7917876,0,0,0,0,36287.43275,0,0,1397.748527,129.370946,25528.31328,8770,462,7.836810302,0,300,4.3002189,0,300,36287.43275,0,0,0,25528.31328,1,regional_haul.csv,,,80000
203,C8 truck day cab,Conv,typical,2050,-1,C8 truck day cab| Conv| ave cargo| 2050| -100% of ave rng,1,0.381555963,10.18,8770,0.46,0.6541,5.41,16329.34474,0,5000,1,709.0827427,9.875636446,319.7349755,5,0.12,6,0,0.2745,0,0.980281565,4,0.104583657,0,0,0,2.5,75,0.97,110,-0.6811,10,10,0.0042,0.5,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.949536534,1.5,FALSE,385,0.943,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/regional_haul.csv,109800,0,0,7,0,2.88,3.24,0.13,4,0,0.041,0,80,0,0,0,4,0,47.3,-1067.799601,60,0.07,8,0,1.5,55,3.821380277,106172.6765,C8 truck day cab| Conv| ave cargo| 2050| -100% of ave rng,200,40.88132889,9.505237673,0,139181.846,106172.6765,32934.71578,74.45368798,0,0,0,0,27045.25473,0,0,1397.748527,86.16146371,16329.34474,8770,462,9.505237673,0,200,3.5454137,0,200,36287.43275,0,0,0,25571.52276,1,regional_haul.csv,,,59624.50948
204,C8 truck day cab,Conv,typical,2050,-0.5,C8 truck day cab| Conv| ave cargo| 2050| -50% of ave rng,1,0.381555963,10.18,8770,0.46,0.6541,5.41,16329.34474,0,5000,1,886.7940435,9.875636446,319.7349755,5,0.12,6,0,0.2745,0,0.980281565,4,0.104583657,0,0,0,2.5,75,0.97,110,-0.6811,10,10,0.0042,0.5,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.949536534,1.5,FALSE,385,0.943,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/regional_haul.csv,109800,0,0,7,0,2.88,3.24,0.13,4,0,0.041,0,80,0,0,0,4,0,47.3,-1067.799601,60,0.07,8,0,1.5,55,3.821380277,106172.6765,C8 truck day cab| Conv| ave cargo| 2050| -50% of ave rng,250,40.91359747,9.500514874,0,139200.5056,106172.6765,32934.71578,93.11337457,0,0,0,0,27066.84864,0,0,1397.748527,107.7553693,16329.34474,8770,462,9.500514874,0,250,3.5471762,0,250,36287.43275,0,0,0,25549.92886,1,regional_haul.csv,,,59672.11584
205,C8 truck day cab,Conv,typical,2050,0,C8 truck day cab| Conv| ave cargo| 2050| +0% of ave rng,1,0.381555963,10.18,8770,0.46,0.6541,5.41,16329.34474,0,5000,1,1064.683691,9.875636446,319.7349755,5,0.12,6,0,0.2745,0,0.980281565,4,0.104583657,0,0,0,2.5,75,0.97,110,-0.6811,10,10,0.0042,0.5,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.949536534,1.5,FALSE,385,0.943,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/regional_haul.csv,109800,0,0,7,0,2.88,3.24,0.13,4,0,0.041,0,80,0,0,0,4,0,47.3,-1067.799601,60,0.07,8,0,1.5,55,3.821380277,106172.6765,C8 truck day cab| Conv| ave cargo| 2050| +0% of ave rng,300.0000001,40.94591899,9.49577803,0,139219.1841,106172.6765,32934.71578,111.7917876,0,0,0,0,27088.46421,0,0,1397.748527,129.370946,16329.34474,8770,462,9.49577803,0,300,3.5489456,0,300,36287.43275,0,0,0,25528.31328,1,regional_haul.csv,,,59719.76997
206,C8 truck day cab,Conv,typical,2050,0.5,C8 truck day cab| Conv| ave cargo| 2050| +50% of ave rng,1,0.381555963,10.18,8770,0.46,0.6541,5.41,16329.34474,0,5000,1,1242.753523,9.875636446,319.7349755,5,0.12,6,0,0.2745,0,0.980281565,4,0.104583657,0,0,0,2.5,75,0.97,110,-0.6811,10,10,0.0042,0.5,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.949536534,1.5,FALSE,385,0.943,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/regional_haul.csv,109800,0,0,7,0,2.88,3.24,0.13,4,0,0.041,0,80,0,0,0,4,0,47.3,-1067.799601,60,0.07,8,0,1.5,55,3.821380277,106172.6765,C8 truck day cab| Conv| ave cargo| 2050| +50% of ave rng,350.0000002,40.97825686,9.491021178,0,139237.8814,106172.6765,32934.71578,130.4891199,0,0,0,0,27110.10168,0,0,1397.748527,151.0084171,16329.34474,8770,462,9.491021178,0,350,3.5507244,0,350,36287.43275,0,0,0,25506.67581,1,regional_haul.csv,,,59767.47237
207,C8 truck day cab,Conv,typical,2050,1,C8 truck day cab| Conv| ave cargo| 2050| +100% of ave rng,1,0.381555963,10.18,8770,0.46,0.6541,5.41,16329.34474,0,5000,1,1421.007472,9.875636446,319.7349755,5,0.12,6,0,0.2745,0,0.980281565,4,0.104583657,0,0,0,2.5,75,0.97,110,-0.6811,10,10,0.0042,0.5,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.949536534,1.5,FALSE,385,0.943,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/regional_haul.csv,109800,0,0,7,0,2.88,3.24,0.13,4,0,0.041,0,80,0,0,0,4,0,47.3,-1067.799601,60,0.07,8,0,1.5,55,3.821380277,106172.6765,C8 truck day cab| Conv| ave cargo| 2050| +100% of ave rng,400.0000001,41.01063271,9.486227392,0,139256.5981,106172.6765,32934.71578,149.2057846,0,0,0,0,27131.76153,0,0,1397.748527,172.6682605,16329.34474,8770,462,9.486227392,0,400,3.5525187,0,400,36287.43275,0,0,0,25485.01597,1,regional_haul.csv,,,59815.2241
208,C8 truck day cab,Conv,typical,2018,0,C8 truck day cab| Conv| ave cargo| 2018| +0% of ave rng,1,0.540545187,10.18,9848,0.46,0.6541,5.41,16329.34474,0,5000,1,1733.138948,9.875636446,340,5,0.022964512,6,0,0.2745,0,0.93,4,0.333333333,0,0,0,4.7,75,0.97,110,-0.6811,10,10,0.00545,0.5,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.86,3.375,FALSE,385,0.943,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/EPA_Ph2_rural_interstate_65mph.csv,109800,0,0,7,0,2.88,3.24,0.13,10,0,0.041,0,197,0,0,0,8,0,47.3,-0.45,196,0.07,36,0,1.5,55,7.467735503,109054.5204,C8 truck day cab| Conv| ave cargo| 2018| +0% of ave rng,367.7323398,42.50973623,7.15036718,0,145703,109054.5204,36466.5,181.9795895,0,0,0,0,28336.27925,0,0,1486.338798,210.5957169,16329.34474,9848,462,7.15036718,0,300,4.7130447,0,300,36287.43275,0,0,0,24280.49824,2,EPA_Ph2_rural_interstate_65mph.csv,,,62470.72797
209,C8 truck day cab,Conv,typical,2025,0,C8 truck day cab| Conv| ave cargo| 2025| +0% of ave rng,1,0.460638507,10.18,9631,0.46,0.6541,5.41,16329.34474,0,5000,1,1389.017793,9.875636446,330.6435939,5,0.068193858,6,0,0.2745,0,0.939526407,4,0.266344418,0,0,0,4.03,75,0.97,110,-0.6811,10,10,0.0049,0.5,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.876644661,2.75,FALSE,385,0.943,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/EPA_Ph2_rural_interstate_65mph.csv,109800,0,0,7,0,2.88,3.24,0.13,7,0,0.041,0,100,0,0,0,6,0,47.3,12324.64545,140,0.07,16,0,1.5,55,4.695593942,107286.1371,C8 truck day cab| Conv| ave cargo| 2025| +0% of ave rng,364.801154,42.19348674,8.850713758,0,155070.4348,107286.1371,47638.45079,145.8468683,0,0,0,0,28036.56237,0,0,1445.436476,168.7811576,16329.34474,9631,462,8.850713758,0,300,3.8076025,0,300,36287.43275,0,0,0,24580.21512,2,EPA_Ph2_rural_interstate_65mph.csv,,,61809.96614
210,C8 truck day cab,Conv,typical,2050,0,C8 truck day cab| Conv| ave cargo| 2050| +0% of ave rng,1,0.381555963,10.18,8770,0.46,0.6541,5.41,16329.34474,0,5000,1,1064.683691,9.875636446,319.7349755,5,0.12,6,0,0.2745,0,0.980281565,4,0.104583657,0,0,0,2.5,75,0.97,110,-0.6811,10,10,0.0042,0.5,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.949536534,1.5,FALSE,385,0.943,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/EPA_Ph2_rural_interstate_65mph.csv,109800,0,0,7,0,2.88,3.24,0.13,4,0,0.041,0,80,0,0,0,4,0,47.3,-1067.799601,60,0.07,8,0,1.5,55,3.821380277,106172.6765,C8 truck day cab| Conv| ave cargo| 2050| +0% of ave rng,360.0164284,40.94591899,11.39545363,0,139219.1841,106172.6765,32934.71578,111.7917876,0,0,0,0,27088.46421,0,0,1397.748527,129.370946,16329.34474,8770,462,11.39545363,0,300,2.9573197,0,300,36287.43275,0,0,0,25528.31328,2,EPA_Ph2_rural_interstate_65mph.csv,,,59719.76997
211,C8 truck day cab,Conv,typical,2018,0,C8 truck day cab| Conv| ave cargo| 2018| +0% of ave rng,1,0.540545187,10.18,9848,0.46,0.6541,5.41,16329.34474,0,5000,1,1733.138948,9.875636446,340,5,0.022964512,6,0,0.2745,0,0.93,4,0.333333333,0,0,0,4.7,75,0.97,110,-0.6811,10,10,0.00545,0.5,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.86,3.375,FALSE,385,0.943,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/EPA_Ph2_urban_highway_55mph.csv,109800,0,0,7,0,2.88,3.24,0.13,10,0,0.041,0,197,0,0,0,8,0,47.3,-0.45,196,0.07,36,0,1.5,55,7.467735503,109054.5204,C8 truck day cab| Conv| ave cargo| 2018| +0% of ave rng,415.9342633,42.50973623,8.087628917,0,145703,109054.5204,36466.5,181.9795895,0,0,0,0,28336.27925,0,0,1486.338798,210.5957169,16329.34474,9848,462,8.087628917,0,300,4.1668578,0,300,36287.43275,0,0,0,24280.49824,3,EPA_Ph2_urban_highway_55mph.csv,,,62470.72797
212,C8 truck day cab,Conv,typical,2025,0,C8 truck day cab| Conv| ave cargo| 2025| +0% of ave rng,1,0.460638507,10.18,9631,0.46,0.6541,5.41,16329.34474,0,5000,1,1389.017793,9.875636446,330.6435939,5,0.068193858,6,0,0.2745,0,0.939526407,4,0.266344418,0,0,0,4.03,75,0.97,110,-0.6811,10,10,0.0049,0.5,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.876644661,2.75,FALSE,385,0.943,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/EPA_Ph2_urban_highway_55mph.csv,109800,0,0,7,0,2.88,3.24,0.13,7,0,0.041,0,100,0,0,0,6,0,47.3,12324.64545,140,0.07,16,0,1.5,55,4.695593942,107286.1371,C8 truck day cab| Conv| ave cargo| 2025| +0% of ave rng,408.8045326,42.19348674,9.91831265,0,155070.4348,107286.1371,47638.45079,145.8468683,0,0,0,0,28036.56237,0,0,1445.436476,168.7811576,16329.34474,9631,462,9.91831265,0,300,3.3977554,0,300,36287.43275,0,0,0,24580.21512,3,EPA_Ph2_urban_highway_55mph.csv,,,61809.96614
213,C8 truck day cab,Conv,typical,2050,0,C8 truck day cab| Conv| ave cargo| 2050| +0% of ave rng,1,0.381555963,10.18,8770,0.46,0.6541,5.41,16329.34474,0,5000,1,1064.683691,9.875636446,319.7349755,5,0.12,6,0,0.2745,0,0.980281565,4,0.104583657,0,0,0,2.5,75,0.97,110,-0.6811,10,10,0.0042,0.5,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.949536534,1.5,FALSE,385,0.943,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/EPA_Ph2_urban_highway_55mph.csv,109800,0,0,7,0,2.88,3.24,0.13,4,0,0.041,0,80,0,0,0,4,0,47.3,-1067.799601,60,0.07,8,0,1.5,55,3.821380277,106172.6765,C8 truck day cab| Conv| ave cargo| 2050| +0% of ave rng,400.1203629,40.94591899,12.66484717,0,139219.1841,106172.6765,32934.71578,111.7917876,0,0,0,0,27088.46421,0,0,1397.748527,129.370946,16329.34474,8770,462,12.66484717,0,300,2.6609085,0,300,36287.43275,0,0,0,25528.31328,3,EPA_Ph2_urban_highway_55mph.csv,,,59719.76997
214,C8 truck day cab,Conv,typical,2018,0,C8 truck day cab| Conv| ave cargo| 2018| +0% of ave rng,1,0.540545187,10.18,9848,0.46,0.6541,5.41,16329.34474,0,5000,1,1733.138948,9.875636446,340,5,0.022964512,6,0,0.2745,0,0.93,4,0.333333333,0,0,0,4.7,75,0.97,110,-0.6811,10,10,0.00545,0.5,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.86,3.375,FALSE,385,0.943,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/EPA_City.csv,109800,0,0,7,0,2.88,3.24,0.13,10,0,0.041,0,197,0,0,0,8,0,47.3,-0.45,196,0.07,36,0,1.5,55,7.467735503,109054.5204,C8 truck day cab| Conv| ave cargo| 2018| +0% of ave rng,224.3270293,42.50973623,4.361924297,0,145703,109054.5204,36466.5,181.9795895,0,0,0,0,28336.27925,0,0,1486.338798,210.5957169,16329.34474,9848,462,4.361924297,0,300,7.7259479,0,300,36287.43275,0,0,0,24280.49824,4,EPA_City.csv,,,62470.72797
215,C8 truck day cab,Conv,typical,2025,0,C8 truck day cab| Conv| ave cargo| 2025| +0% of ave rng,1,0.460638507,10.18,9631,0.46,0.6541,5.41,16329.34474,0,5000,1,1389.017793,9.875636446,330.6435939,5,0.068193858,6,0,0.2745,0,0.939526407,4,0.266344418,0,0,0,4.03,75,0.97,110,-0.6811,10,10,0.0049,0.5,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.876644661,2.75,FALSE,385,0.943,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/EPA_City.csv,109800,0,0,7,0,2.88,3.24,0.13,7,0,0.041,0,100,0,0,0,6,0,47.3,12324.64545,140,0.07,16,0,1.5,55,4.695593942,107286.1371,C8 truck day cab| Conv| ave cargo| 2025| +0% of ave rng,217.921801,42.19348674,5.287163873,0,155070.4348,107286.1371,47638.45079,145.8468683,0,0,0,0,28036.56237,0,0,1445.436476,168.7811576,16329.34474,9631,462,5.287163873,0,300,6.3739277,0,300,36287.43275,0,0,0,24580.21512,4,EPA_City.csv,,,61809.96614
216,C8 truck day cab,Conv,typical,2050,0,C8 truck day cab| Conv| ave cargo| 2050| +0% of ave rng,1,0.381555963,10.18,8770,0.46,0.6541,5.41,16329.34474,0,5000,1,1064.683691,9.875636446,319.7349755,5,0.12,6,0,0.2745,0,0.980281565,4,0.104583657,0,0,0,2.5,75,0.97,110,-0.6811,10,10,0.0042,0.5,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.949536534,1.5,FALSE,385,0.943,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/EPA_City.csv,109800,0,0,7,0,2.88,3.24,0.13,4,0,0.041,0,80,0,0,0,4,0,47.3,-1067.799601,60,0.07,8,0,1.5,55,3.821380277,106172.6765,C8 truck day cab| Conv| ave cargo| 2050| +0% of ave rng,210.5873586,40.94591899,6.665636043,0,139219.1841,106172.6765,32934.71578,111.7917876,0,0,0,0,27088.46421,0,0,1397.748527,129.370946,16329.34474,8770,462,6.665636043,0,300,5.0557816,0,300,36287.43275,0,0,0,25528.31328,4,EPA_City.csv,,,59719.76997
217,C8 truck day cab,CNG,max,2018,0,C8 truck day cab| CNG| max cargo| 2018| +0% of ave rng,1,0.540545187,10.18,9848,0.46,0.6541,5.41,23895.85396,0,5000,1,2193.227176,4.2148,340,9,0.04,6,0,0.28,0,0.93,4,0.333333333,0,0,0,4.7,75,0.97,110,-0.6811,10,10,0.00545,0.5,0.7,0.1,0.95,0,0,60,0.2,0,55,100,1,0.86,3.375,FALSE,385,0.943,1.2,0.005,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,cycles/regional_haul.csv,109800,0,0,7,0,2.88,3.24,0.13,10,0,0.041,0,197,0,0,0,8,0,55,-0.45,196,7.467735503,36,0,1.5,55,7.467735503,109054.5204,C8 truck day cab| CNG| max cargo| 2018| +0% of ave rng,264.0570847,55.09237096,4.057365262,0,161672.1811,109054.5204,28050,24567.66067,0,0,0,0,36287.43276,0,0,1457.142857,624.4359427,23895.85396,9848,462,4.057365262,0,300,8.3058827,0,300,36287.43275,0,0,0,23895.85396,1,regional_haul.csv,,,80000.00001
