Investment,Category,Tranche,Scenario,Sample,Technology,Index,Value,Units
No R&D Spending,PV R&D,No PV R&D,Base PV,19,Simple pv,GHG,4.51411875296747e+209,gCO2e/module
No R&D Spending,PV R&D,No PV R&D,Base PV,19,Simple pv,LCOE,inf,USD/kWh
No R&D Spending,PV R&D,No PV R&D,Base PV,20,Simple pv,GHG,4.51411875296747e+209,gCO2e/module
No R&D Spending,PV R&D,No PV R&D,Base PV,20,Simple pv,LCOE,inf,USD/kWh
No R&D Spending,PV R&D,No PV R&D,Base PV,21,Simple pv,GHG,4.51411875296747e+209,gCO2e/module
No R&D Spending,PV R&D,No PV R&D,Base PV,21,Simple pv,LCOE,inf,USD/kWh
No R&D Spending,PV R&D,No PV R&D,Base PV,22,Simple pv,GHG,4.51411875296747e+209,gCO2e/module
No R&D Spending,PV R&D,No PV R&D,Base PV,22,Simple pv,LCOE,inf,USD/kWh
No R&D Spending,PV R&D,No PV R&D,Base PV,23,Simple pv,GHG,4.51411875296747e+209,gCO2e/module
No R&D Spending,PV R&D,No PV R&D,Base PV,23,Simple pv,LCOE,inf,USD/kWh
No R&D Spending,PV R&D,No PV R&D,Base PV,24,Simple pv,GHG,4.51411875296747e+209,gCO2e/module
No R&D Spending,PV R&D,No PV R&D,Base PV,24,Simple pv,LCOE,inf,USD/kWh
No R&D Spending,PV R&D,No PV R&D,Base PV,25,Simple pv,GHG,4.51411875296747e+209,gCO2e/module
No R&D Spending,PV R&D,No PV R&D,Base PV,25,Simple pv,LCOE,inf,USD/kWh
No R&D Spending,PV R&D,No PV R&D,Base PV,26,Simple pv,GHG,4.51411875296747e+209,gCO2e/module
No R&D Spending,PV R&D,No PV R&D,Base PV,26,Simple pv,LCOE,inf,USD/kWh
No R&D Spending,PV R&D,No PV R&D,Base PV,27,Simple pv,GHG,4.51411875296747e+209,gCO2e/module
No R&D Spending,PV R&D,No PV R&D,Base PV,27,Simple pv,LCOE,inf,USD/kWh
No R&D Spending,PV R&D,No PV R&D,Base PV,28,Simple pv,GHG,4.51411875296747e+209,gCO2e/module
No R&D Spending,PV R&D,No PV R&D,Base PV,28,Simple pv,LCOE,inf,USD/kWh
No R&D Spending,PV R&D,No PV R&D,Base PV,29,Simple pv,GHG,4.51411875296747e+209,gCO2e/module
No R&D Spending,PV R&D,No PV R&D,Base PV,29,Simple pv,LCOE,inf,USD/kWh
No R&D Spending,PV R&D,No PV R&D,Base PV,30,Simple pv,GHG,4.51411875296747e+209,gCO2e/module
No R&D Spending,PV R&D,No PV R&D,Base PV,30,Simple pv,LCOE,inf,USD/kWh
No R&D Spending,PV R&D,No PV R&D,Base PV,31,Simple pv,GHG,4.51411875296747e+209,gCO2e/module
No R&D Spending,PV R&D,No PV R&D,Base PV,31,Simple pv,LCOE,inf,USD/kWh
No R&D Spending,PV R&D,No PV R&D,Base PV,32,Simple pv,GHG,4.51411875296747e+209,gCO2e/module
No R&D Spending,PV R&D,No PV R&D,Base PV,32,Simple pv,LCOE,inf,USD/kWh
No R&D Spending,PV R&D,No PV R&D,Base PV,33,Simple pv,GHG,4.51411875296747e+209,gCO2e/module
No R&D Spending,PV R&D,No PV R&D,Base PV,33,Simple pv,LCOE,inf,USD/kWh
No R&D Spending,PV R&D,No PV R&D,Base PV,34,Simple pv,GHG,4.51411875296747e+209,gCO2e/module
No R&D Spending,PV R&D,No PV R&D,Base PV,34,Simple pv,LCOE,inf,USD/kWh
No R&D Spending,PV R&D,No PV R&D,Base PV,35,Simple pv,GHG,4.51411875296747e+209,gCO2e/module
No R&D Spending,PV R&D,No PV R&D,Base PV,35,Simple pv,LCOE,inf,USD/kWh
No R&D Spending,PV R&D,No PV R&D,Base PV,36,Simple pv,GHG,4.51411875296747e+209,gCO2e/module
No R&D Spending,PV R&D,No PV R&D,Base PV,36,Simple pv,LCOE,inf,USD/kWh
No R&D Spending,PV R&D,No PV R&D,Base PV,37,Simple pv,GHG,4.51411875296747e+209,gCO2e/module
No R&D Spending,PV R&D,No PV R&D,Base PV,37,Simple pv,LCOE,inf,USD/kWh
No R&D Spending,PV R&D,No PV R&D,Base PV,38,Simple pv,GHG,4.51411875296747e+209,gCO2e/module
No R&D Spending,PV R&D,No PV R&D,Base PV,38,Simple pv,LCOE,inf,USD/kWh
No R&D Spending,PV R&D,No PV R&D,Base PV,39,Simple pv,GHG,4.51411875296747e+209,gCO2e/module
No R&D Spending,PV R&D,No PV R&D,Base PV,39,Simple pv,LCOE,inf,USD/kWh
No R&D Spending,PV R&D,No PV R&D,Base PV,40,Simple pv,GHG,4.51411875296747e+209,gCO2e/module
No R&D Spending,PV R&D,No PV R&D,Base PV,40,Simple pv,LCOE,inf,USD/kWh
No R&D Spending,PV R&D,No PV R&D,Base PV,41,Simple pv,GHG,4.51411875296747e+209,gCO2e/module
No R&D Spending,PV R&D,No PV R&D,Base PV,41,Simple pv,LCOE,inf,USD/kWh
No R&D Spending,PV R&D,No PV R&D,Base PV,42,Simple pv,GHG,4.51411875296747e+209,gCO2e/module
No R&D Spending,PV R&D,No PV R&D,Base PV,42,Simple pv,LCOE,inf,USD/kWh
No R&D Spending,PV R&D,No PV R&D,Base PV,43,Simple pv,GHG,4.51411875296747e+209,gCO2e/module
No R&D Spending,PV R&D,No PV R&D,Base PV,43,Simple pv,LCOE,inf,USD/kWh
No R&D Spending,PV R&D,No PV R&D,Base PV,44,Simple pv,GHG,4.51411875296747e+209,gCO2e/module
No R&D Spending,PV R&D,No PV R&D,Base PV,44,Simple pv,LCOE,inf,USD/kWh
No R&D Spending,PV R&D,No PV R&D,Base PV,45,Simple pv,GHG,4.51411875296747e+209,gCO2e/module
No R&D Spending,PV R&D,No PV R&D,Base PV,45,Simple pv,LCOE,inf,USD/kWh
No R&D Spending,PV R&D,No PV R&D,Base PV,46,Simple pv,GHG,4.51411875296747e+209,gCO2e/module
No R&D Spending,PV R&D,No PV R&D,Base PV,46,Simple pv,LCOE,inf,USD/kWh
No R&D Spending,PV R&D,No PV R&D,Base PV,47,Simple pv,GHG,4.51411875296747e+209,gCO2e/module
No R&D Spending,PV R&D,No PV R&D,Base PV,47,Simple pv,LCOE,inf,USD/kWh
No R&D Spending,PV R&D,No PV R&D,Base PV,48,Simple pv,GHG,4.51411875296747e+209,gCO2e/module
No R&D Spending,PV R&D,No PV R&D,Base PV,48,Simple pv,LCOE,inf,USD/kWh
No R&D Spending,PV R&D,No PV R&D,Base PV,49,Simple pv,GHG,4.51411875296747e+209,gCO2e/module
No R&D Spending,PV R&D,No PV R&D,Base PV,49,Simple pv,LCOE,inf,USD/kWh
No R&D Spending,PV R&D,No PV R&D,Base PV,50,Simple pv,GHG,4.51411875296747e+209,gCO2e/module
No R&D Spending,PV R&D,No PV R&D,Base PV,50,Simple pv,LCOE,inf,USD/kWh
