	Factor 1	Factor 2	Index 1	Index 2	Result
21642	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	1	0	29.451444819894682
21643	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	2	0	27.168231870122675
21644	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	3	0	24.283475337897602
21645	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	4	0	20.73383994508577
21646	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Usage Factor	5	0	16.171889761483797
21647	Etch Filaments @ Fraction Virgin Filament	Siemens CVD @ Hydrogen Scrap Rate	7	4	6.958767126827762
21648	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	8	4	12.777438324938213
21649	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Usage Factor	5	0	16.171889761483797
21650	Siemens CVD @ Final Rod Size	Etch Filaments @ Fraction Virgin Filament	1	4	17.248928692092164
21651	Siemens CVD @ Final Rod Size	Etch Filaments @ Fraction Virgin Filament	2	4	15.548563676812007
21652	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	0	8	13.35382430428654
21653	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	3	8	6.8694334864078295
21654	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	4	8	5.9078484288531605
21655	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	5	8	5.600614358852061
21656	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	6	8	5.406711846387173
21657	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	7	8	5.284454689848965
21658	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	8	8	5.207315639015917
21659	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	9	8	5.158644188346575
21660	Siemens CVD @ Final Rod Size	TCS @ MG Si Scrap Rate	10	8	5.1279345790802475
21661	Etch Filaments @ Fraction Virgin Filament	Siemens CVD @ Batch Size	6	4	5.9223304598258535
21662	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	1	0	29.451444819894682
21663	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	2	0	27.168231870122675
21664	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	3	0	24.283475337897602
21665	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	4	0	20.73383994508577
21666	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Usage Factor	5	3	11.161490569504744
21667	TCS @ MG Si Price	TCS @ MG Si Scrap Rate	4	0	25.227544667835822
21668	Etch Filaments @ Fraction Virgin Filament	Siemens CVD @ Batch Size	6	5	5.0835662895972265
21669	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Usage Factor	5	0	16.171889761483797
21670	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	1	5	14.105989054803915
21671	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	2	5	12.464985793351236
21672	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	3	5	11.161490569504744
21673	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	5	5	9.303637624394431
21674	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	6	5	8.650342459108444
21675	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	7	5	8.13141166371292
21676	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	8	5	7.719210281062323
21677	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	9	5	7.3917870844305655
21678	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	10	5	7.131705594642284
21679	Siemens CVD @ Final Rod Size	Etch Filaments @ Fraction Virgin Filament	1	6	7.008469747411209
21680	Siemens CVD @ Final Rod Size	Etch Filaments @ Fraction Virgin Filament	2	6	5.3056666274382245
21681	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	9	0	16.144582070011538
21682	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	10	0	17.71307066968211
21683	TCS @ MG Si Scrap Rate	Siemens CVD @ Hydrogen Scrap Rate	8	10	7.975346745654492
21684	TCS @ MG Si Scrap Rate	Siemens CVD @ Installation Cost Factor	7	6	5.381457049952488
21685	TCS @ MG Si Scrap Rate	TCS @ MG Si Usage Factor	6	6	12.139785222297174
21686	Siemens CVD @ Final Rod Size	Etch Filaments @ Fraction Virgin Filament	1	0	27.79241211170617
21687	Siemens CVD @ Final Rod Size	Etch Filaments @ Fraction Virgin Filament	2	0	26.09455606344935
21688	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	1	5	14.105989054803915
21689	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	2	5	12.464985793351236
21690	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	3	5	11.161490569504744
21691	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	5	5	9.303637624394431
21692	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	6	5	8.650342459108444
21693	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	7	5	8.13141166371292
21694	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	8	5	7.719210281062323
21695	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	9	5	7.3917870844305655
21696	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	10	5	7.131705594642284
21697	TCS @ MG Si Price	TCS @ MG Si Scrap Rate	4	0	25.227544667835822
21698	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	1	0	29.207446213264515
21699	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	2	0	27.56644295181183
21700	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	3	0	26.26294772796534
21701	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	5	0	24.405094782855024
21702	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	6	0	23.75179961756904
21703	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	7	0	23.23286882217351
21704	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	8	0	22.820667439522914
21705	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	9	0	22.49324424289116
21706	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	10	0	22.233162753102874
21707	TCS @ MG Si Usage Factor	TCS @ MG Si Scrap Rate	4	3	28.201902150216217
21708	Ingot Growth @ Ingot Length	Etch Filaments @ Fraction Virgin Filament	2	0	27.940236832447724
21709	Ingot Growth @ Ingot Length	Etch Filaments @ Fraction Virgin Filament	3	0	27.291466709533964
21710	Ingot Growth @ Ingot Length	Etch Filaments @ Fraction Virgin Filament	4	0	26.302054179187678
21711	Ingot Growth @ Ingot Length	TCS @ MG Si Scrap Rate	0	7	7.265653516301862
21712	Ingot Growth @ Ingot Length	TCS @ MG Si Scrap Rate	1	7	5.225279727629918
21713	Siemens CVD @ Batch Size	Etch Filaments @ Fraction Virgin Filament	2	3	21.218533062558905
21714	Siemens CVD @ Batch Size	Etch Filaments @ Fraction Virgin Filament	3	3	20.641581863100072
21715	Siemens CVD @ Batch Size	Etch Filaments @ Fraction Virgin Filament	4	3	19.70856066178846
21716	Siemens CVD @ Batch Size	Etch Filaments @ Fraction Virgin Filament	5	3	18.869796491559832
21717	Siemens CVD @ Batch Size	TCS @ MG Si Scrap Rate	1	1	30.663238261921602
21718	Siemens CVD @ Batch Size	TCS @ MG Si Scrap Rate	6	1	26.82427001544053
21719	Siemens CVD @ Batch Size	TCS @ MG Si Scrap Rate	7	1	26.59458160587652
21720	Siemens CVD @ Batch Size	TCS @ MG Si Scrap Rate	8	1	25.937401043447505
21721	Siemens CVD @ Batch Size	TCS @ MG Si Scrap Rate	9	1	25.79247745449112
21722	Siemens CVD @ Batch Size	TCS @ MG Si Scrap Rate	10	1	25.67736055590549
21723	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	0	4	20.73383994508577
21724	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	1	4	21.987602462514392
21725	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	2	4	24.09400465811368
21726	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	3	4	28.205088147536106
21727	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	9	4	5.605075095152914
21728	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	10	4	7.173563694823486
21729	TCS @ MG Si Scrap Rate	Siemens CVD @ Hydrogen Scrap Rate	8	0	13.353824304286535
21730	TCS @ MG Si Scrap Rate	Siemens CVD @ Installation Cost Factor	7	2	6.337049988721029
21731	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	1	4	18.66793923840588
21732	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	2	4	17.026935976953204
21733	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	3	4	15.723440753106713
21734	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	5	4	13.865587807996395
21735	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	6	4	13.21229264271041
21736	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	7	4	12.693361847314884
21737	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	8	4	12.281160464664293
21738	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	9	4	11.953737268032533
21739	TCS @ MG Si Usage Factor	Etch Filaments @ Fraction Virgin Filament	10	4	11.69365577824425
21740	TCS @ MG Si Usage Factor	TCS @ MG Si Scrap Rate	4	6	6.823742102009
21741	Siemens CVD @ Batch Size	Etch Filaments @ Fraction Virgin Filament	2	0	28.208404644605704
21742	Siemens CVD @ Batch Size	Etch Filaments @ Fraction Virgin Filament	3	0	27.63145344514687
21743	Siemens CVD @ Batch Size	Etch Filaments @ Fraction Virgin Filament	4	0	26.69843224383525
21744	Siemens CVD @ Batch Size	Etch Filaments @ Fraction Virgin Filament	5	0	25.859668073606624
21745	Siemens CVD @ Batch Size	TCS @ MG Si Scrap Rate	0	7	7.265653516301862
21746	Siemens CVD @ Batch Size	TCS @ MG Si Scrap Rate	1	7	5.401782340850441
21747	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	1	3	22.21757463121771
21748	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	2	3	20.576571369765038
21749	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	3	3	19.273076145918537
21750	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	5	3	17.415223200808228
21751	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	6	3	16.761928035522242
21752	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	7	3	16.242997240126716
21753	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	8	3	15.83079585747612
21754	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	9	3	15.503372660844365
21755	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	10	3	15.24329117105608
21756	TCS @ MG Si Price	TCS @ MG Si Scrap Rate	4	0	25.227544667835822
21757	Siemens CVD @ Batch Size	TCS @ MG Si Scrap Rate	1	0	29.40947574449297
21758	Siemens CVD @ Batch Size	TCS @ MG Si Scrap Rate	6	0	25.57050749801191
21759	Siemens CVD @ Batch Size	TCS @ MG Si Scrap Rate	7	0	25.340819088447905
21760	Siemens CVD @ Batch Size	TCS @ MG Si Scrap Rate	8	0	24.68363852601888
21761	Siemens CVD @ Batch Size	TCS @ MG Si Scrap Rate	9	0	24.538714937062487
21762	Siemens CVD @ Batch Size	TCS @ MG Si Scrap Rate	10	0	24.42359803847687
21763	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	0	3	24.283475337897602
21764	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	1	3	25.537237855326218
21765	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	2	3	27.643640050925498
21766	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	9	3	9.154710487964746
21767	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	10	3	10.723199087635317
21768	TCS @ MG Si Scrap Rate	Siemens CVD @ Hydrogen Scrap Rate	8	9	7.040253527561567
21769	TCS @ MG Si Scrap Rate	Siemens CVD @ Installation Cost Factor	7	0	7.265653516301858
21770	TCS @ MG Si Scrap Rate	TCS @ MG Si Usage Factor	6	4	6.823742102009
21771	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	1	1	27.385544113214788
21772	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	2	1	25.744540851762114
21773	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	3	1	24.441045627915624
21774	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	5	1	22.583192682805308
21775	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	6	1	21.929897517519322
21776	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	7	1	21.410966722123803
21777	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	8	1	20.9987653394732
21778	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	9	1	20.671342142841443
21779	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	10	1	20.41126065305316
21780	TCS @ MG Si Price	TCS @ MG Si Scrap Rate	4	0	25.227544667835822
21781	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	1	0	29.451444819894682
21782	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	2	0	27.168231870122675
21783	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	3	0	24.283475337897602
21784	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	4	0	20.73383994508577
21785	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Usage Factor	5	2	12.464985793351238
21786	Etch Filaments @ Fraction Virgin Filament	Siemens CVD @ Batch Size	6	5	5.0835662895972265
21787	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	0	8	13.35382430428654
21788	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	1	8	11.53192220423683
21789	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	2	8	9.248709254464826
21790	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	3	8	6.363952722239745
21791	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Usage Factor	5	4	10.12608750937523
21792	TCS @ MG Si Usage Factor	TCS @ MG Si Scrap Rate	4	0	25.227544667835822
21793	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	0	5	16.171889761483797
21794	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	1	5	17.42565227891242
21795	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	2	5	19.532054474511703
21796	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	3	5	23.64313796393413
21797	TCS @ MG Si Scrap Rate	Siemens CVD @ Hydrogen Scrap Rate	8	3	15.133939500398151
21798	TCS @ MG Si Scrap Rate	Siemens CVD @ Installation Cost Factor	7	7	5.2514615142393355
21799	TCS @ MG Si Scrap Rate	TCS @ MG Si Usage Factor	6	9	16.67345087128479
21800	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	1	5	14.105989054803915
21801	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	2	5	12.464985793351236
21802	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	3	5	11.161490569504744
21803	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	5	5	9.303637624394431
21804	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	6	5	8.650342459108444
21805	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	7	5	8.13141166371292
21806	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	8	5	7.719210281062323
21807	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	9	5	7.3917870844305655
21808	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	10	5	7.131705594642284
21809	TCS @ MG Si Price	TCS @ MG Si Scrap Rate	0	8	13.35382430428654
21810	TCS @ MG Si Price	TCS @ MG Si Scrap Rate	4	8	18.093654221646865
21811	Siemens CVD @ Final Rod Size	Etch Filaments @ Fraction Virgin Filament	1	0	27.79241211170617
21812	Siemens CVD @ Final Rod Size	Etch Filaments @ Fraction Virgin Filament	2	0	26.09455606344935
21813	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	1	0	29.207446213264515
21814	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	2	0	27.56644295181183
21815	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	3	0	26.26294772796534
21816	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	5	0	24.40509478285502
21817	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	6	0	23.75179961756904
21818	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	7	0	23.23286882217351
21819	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	8	0	22.820667439522914
21820	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	9	0	22.49324424289116
21821	TCS @ MG Si Price	Etch Filaments @ Fraction Virgin Filament	10	0	22.233162753102874
21822	TCS @ MG Si Price	TCS @ MG Si Scrap Rate	4	1	25.726676516195358
21823	Siemens CVD @ Hydrogen Price	Etch Filaments @ Fraction Virgin Filament	5	3	21.831706260768176
21824	Siemens CVD @ Hydrogen Price	Etch Filaments @ Fraction Virgin Filament	6	3	21.598498618923344
21825	Siemens CVD @ Hydrogen Price	Etch Filaments @ Fraction Virgin Filament	7	3	21.413255204452533
21826	Siemens CVD @ Hydrogen Price	Etch Filaments @ Fraction Virgin Filament	8	3	21.266111130041626
21827	Siemens CVD @ Hydrogen Price	Etch Filaments @ Fraction Virgin Filament	9	3	21.149230437164675
21828	Siemens CVD @ Hydrogen Price	Etch Filaments @ Fraction Virgin Filament	10	3	21.056388802718374
21829	Siemens CVD @ Hydrogen Price	TCS @ MG Si Scrap Rate	1	0	30.53587960395793
21830	Siemens CVD @ Hydrogen Price	TCS @ MG Si Scrap Rate	2	0	29.95008849268355
21831	Siemens CVD @ Hydrogen Price	TCS @ MG Si Scrap Rate	3	0	29.484778073347808
21832	Siemens CVD @ Hydrogen Price	TCS @ MG Si Scrap Rate	4	0	29.11516886935802
21833	Etch Filaments @ Fraction Virgin Filament	Ingot Growth @ Poly Si Material Scrap Rate	9	6	17.016202750226306
21834	Etch Filaments @ Fraction Virgin Filament	Siemens CVD @ Hydrogen Scrap Rate	7	4	6.958767126827762
21835	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	0	7	7.265653516301861
21836	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Scrap Rate	1	7	5.443751416252151
21837	Etch Filaments @ Fraction Virgin Filament	TCS @ MG Si Usage Factor	5	0	16.171889761483797
21838	Siemens CVD @ Hydrogen Consumption Rate	Etch Filaments @ Fraction Virgin Filament	5	1	26.99967574276526
21839	Siemens CVD @ Hydrogen Consumption Rate	Etch Filaments @ Fraction Virgin Filament	6	1	26.76646810092043
21840	Siemens CVD @ Hydrogen Consumption Rate	Etch Filaments @ Fraction Virgin Filament	7	1	26.58122468644961
21841	Siemens CVD @ Hydrogen Consumption Rate	Etch Filaments @ Fraction Virgin Filament	8	1	26.434080612038702
21842	Siemens CVD @ Hydrogen Consumption Rate	Etch Filaments @ Fraction Virgin Filament	9	1	26.317199919161755
21843	Siemens CVD @ Hydrogen Consumption Rate	Etch Filaments @ Fraction Virgin Filament	10	1	26.224358284715453
21844	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	0	3	24.283475337897602
21845	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	1	3	25.537237855326218
21846	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	2	3	27.643640050925498
21847	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	9	3	9.154710487964746
21848	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	10	3	10.723199087635317
21849	TCS @ MG Si Scrap Rate	Siemens CVD @ Hydrogen Scrap Rate	8	9	7.040253527561567
21850	TCS @ MG Si Scrap Rate	Siemens CVD @ Installation Cost Factor	7	7	5.2514615142393355
21851	TCS @ MG Si Scrap Rate	TCS @ MG Si Usage Factor	6	7	14.009117925984269
21852	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	0	5	16.171889761483797
21853	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	1	5	17.42565227891242
21854	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	2	5	19.532054474511703
21855	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	3	5	23.64313796393413
21856	TCS @ MG Si Scrap Rate	Siemens CVD @ Installation Cost Factor	7	4	5.751140772883688
21857	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	0	3	24.283475337897602
21858	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	1	3	25.537237855326218
21859	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	2	3	27.643640050925498
21860	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	9	3	9.154710487964746
21861	TCS @ MG Si Scrap Rate	Etch Filaments @ Fraction Virgin Filament	10	3	10.723199087635317
21862	TCS @ MG Si Scrap Rate	Siemens CVD @ Hydrogen Scrap Rate	8	0	13.353824304286535
21863	TCS @ MG Si Scrap Rate	Siemens CVD @ Installation Cost Factor	7	7	5.2514615142393355
21864	TCS @ MG Si Scrap Rate	TCS @ MG Si Usage Factor	6	5	9.7864347785276
21865	Siemens CVD @ Capital Investment	Etch Filaments @ Fraction Virgin Filament	6	5	13.716724668967956
21866	Siemens CVD @ Capital Investment	Etch Filaments @ Fraction Virgin Filament	7	5	13.54733654667506
