,Parameter,Case,TaxCreditCase,CRPYears,Technology,DisplayName,Scenario,variable,value,Reference,Type of Evidence,Escalation Index,Zotero_Key,Summary,Bib_HTML
55,GCC,R&D,None,20,Nuclear,Nuclear - Microreactor,Moderate,2030,0.0,"Seel, Joachim, Julie Mulvaney Kemp, Joseph Rand, Will Gorman, Dev Millstein, Fritz Kahrl, and Ryan H. Wiser. “Generator Interconnection Costs to the Transmission System.” Lawrence Berkeley National Laboratory, 2023. https://eta-publications.lbl.gov/sites/default/files/berkeley_lab_interconnection_cost_webinar.pdf.",Empirical Market Data,"CPI-U BLS, 2025",EQ6U4ANB,"Seel et al., 2023","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">Seel, Joachim, Julie Mulvaney Kemp, Joseph Rand, Will Gorman, Dev Millstein, Fritz Kahrl, and Ryan H. Wiser. &#x201C;Generator Interconnection Costs to the Transmission System.&#x201D; Lawrence Berkeley National Laboratory, 2023. https://eta-publications.lbl.gov/sites/default/files/berkeley_lab_interconnection_cost_webinar.pdf.</div> </div>"
56,GCC,R&D,None,20,Nuclear,Nuclear - Microreactor,Conservative,2030,0.0,"Seel, Joachim, Julie Mulvaney Kemp, Joseph Rand, Will Gorman, Dev Millstein, Fritz Kahrl, and Ryan H. Wiser. “Generator Interconnection Costs to the Transmission System.” Lawrence Berkeley National Laboratory, 2023. https://eta-publications.lbl.gov/sites/default/files/berkeley_lab_interconnection_cost_webinar.pdf.",Empirical Market Data,"CPI-U BLS, 2025",EQ6U4ANB,"Seel et al., 2023","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">Seel, Joachim, Julie Mulvaney Kemp, Joseph Rand, Will Gorman, Dev Millstein, Fritz Kahrl, and Ryan H. Wiser. &#x201C;Generator Interconnection Costs to the Transmission System.&#x201D; Lawrence Berkeley National Laboratory, 2023. https://eta-publications.lbl.gov/sites/default/files/berkeley_lab_interconnection_cost_webinar.pdf.</div> </div>"
57,Fixed O&M,R&D,None,20,Nuclear,Nuclear - Large,Advanced,2030,129.28437101027683,"NEI. “Nuclear Costs in Context.” Nuclear Energy Institute, February 10, 2025. https://www.nei.org/CorporateSite/media/filefolder/resources/reports-and-briefs/2024-Costs-in-Context_final.pdf.",Empirical Market Data,N/A,4639M3ZK,"NEI, 2025","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">NEI. &#x201C;Nuclear Costs in Context.&#x201D; Nuclear Energy Institute, February 10, 2025. https://www.nei.org/CorporateSite/media/filefolder/resources/reports-and-briefs/2024-Costs-in-Context_final.pdf.</div> </div>"
58,Fixed O&M,R&D,None,20,Nuclear,Nuclear - Large,Moderate,2030,143.91152189941727,"NEI. “Nuclear Costs in Context.” Nuclear Energy Institute, February 10, 2025. https://www.nei.org/CorporateSite/media/filefolder/resources/reports-and-briefs/2024-Costs-in-Context_final.pdf.",Empirical Market Data,N/A,4639M3ZK,"NEI, 2025","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">NEI. &#x201C;Nuclear Costs in Context.&#x201D; Nuclear Energy Institute, February 10, 2025. https://www.nei.org/CorporateSite/media/filefolder/resources/reports-and-briefs/2024-Costs-in-Context_final.pdf.</div> </div>"
59,Fixed O&M,R&D,None,20,Nuclear,Nuclear - Large,Conservative,2030,155.6242982017935,"NEI. “Nuclear Costs in Context.” Nuclear Energy Institute, February 10, 2025. https://www.nei.org/CorporateSite/media/filefolder/resources/reports-and-briefs/2024-Costs-in-Context_final.pdf.",Empirical Market Data,N/A,4639M3ZK,"NEI, 2025","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">NEI. &#x201C;Nuclear Costs in Context.&#x201D; Nuclear Energy Institute, February 10, 2025. https://www.nei.org/CorporateSite/media/filefolder/resources/reports-and-briefs/2024-Costs-in-Context_final.pdf.</div> </div>"
60,Fixed O&M,R&D,None,20,Nuclear,Nuclear - Small,Advanced,2030,118.0,"Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. “Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.” Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.",Bottom-up analysis: Modeled,N/A,PL7EJT85,"Abou-Jaoude et al., 2024","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. &#x201C;Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.&#x201D; Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.</div> </div>"
61,Fixed O&M,R&D,None,20,Nuclear,Nuclear - Small,Moderate,2030,136.0,"Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. “Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.” Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.",Bottom-up analysis: Modeled,N/A,PL7EJT85,"Abou-Jaoude et al., 2024","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. &#x201C;Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.&#x201D; Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.</div> </div>"
62,Fixed O&M,R&D,None,20,Nuclear,Nuclear - Small,Conservative,2030,216.0,"Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. “Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.” Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.",Bottom-up analysis: Modeled,N/A,PL7EJT85,"Abou-Jaoude et al., 2024","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. &#x201C;Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.&#x201D; Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.</div> </div>"
63,Fixed O&M,R&D,None,20,Nuclear,Nuclear - Microreactor,Advanced,2030,317.72520000000003,"Al-Dawood, Khaldoon, Botros Hanna, Sai Balla, Rodrigo de Oliveira, Samuel Garcia, Dan McCarthy, Chandrakanth Bolisetti, Ben Lindley, and Abdalla Abou-Jaoude. “Open-Source Microreactor Design Models for Technoeconomic Assessment.” SSRN Scholarly Paper. Rochester, NY: Social Science Research Network, March 3, 2025. https://doi.org/10.2139/ssrn.5163464.",Bottom-up analysis: Modeled,N/A,42QRIJ7V,"Al-Dawood et al., 2025","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">Al-Dawood, Khaldoon, Botros Hanna, Sai Balla, Rodrigo de Oliveira, Samuel Garcia, Dan McCarthy, Chandrakanth Bolisetti, Ben Lindley, and Abdalla Abou-Jaoude. &#x201C;Open-Source Microreactor Design Models for Technoeconomic Assessment.&#x201D; SSRN Scholarly Paper. Rochester, NY: Social Science Research Network, March 3, 2025. https://doi.org/10.2139/ssrn.5163464.</div> </div>"
64,Fixed O&M,R&D,None,20,Nuclear,Nuclear - Microreactor,Moderate,2030,317.72520000000003,"Al-Dawood, Khaldoon, Botros Hanna, Sai Balla, Rodrigo de Oliveira, Samuel Garcia, Dan McCarthy, Chandrakanth Bolisetti, Ben Lindley, and Abdalla Abou-Jaoude. “Open-Source Microreactor Design Models for Technoeconomic Assessment.” SSRN Scholarly Paper. Rochester, NY: Social Science Research Network, March 3, 2025. https://doi.org/10.2139/ssrn.5163464.",Bottom-up analysis: Modeled,N/A,42QRIJ7V,"Al-Dawood et al., 2025","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">Al-Dawood, Khaldoon, Botros Hanna, Sai Balla, Rodrigo de Oliveira, Samuel Garcia, Dan McCarthy, Chandrakanth Bolisetti, Ben Lindley, and Abdalla Abou-Jaoude. &#x201C;Open-Source Microreactor Design Models for Technoeconomic Assessment.&#x201D; SSRN Scholarly Paper. Rochester, NY: Social Science Research Network, March 3, 2025. https://doi.org/10.2139/ssrn.5163464.</div> </div>"
65,Fixed O&M,R&D,None,20,Nuclear,Nuclear - Microreactor,Conservative,2030,317.72520000000003,"Al-Dawood, Khaldoon, Botros Hanna, Sai Balla, Rodrigo de Oliveira, Samuel Garcia, Dan McCarthy, Chandrakanth Bolisetti, Ben Lindley, and Abdalla Abou-Jaoude. “Open-Source Microreactor Design Models for Technoeconomic Assessment.” SSRN Scholarly Paper. Rochester, NY: Social Science Research Network, March 3, 2025. https://doi.org/10.2139/ssrn.5163464.",Bottom-up analysis: Modeled,N/A,42QRIJ7V,"Al-Dawood et al., 2025","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">Al-Dawood, Khaldoon, Botros Hanna, Sai Balla, Rodrigo de Oliveira, Samuel Garcia, Dan McCarthy, Chandrakanth Bolisetti, Ben Lindley, and Abdalla Abou-Jaoude. &#x201C;Open-Source Microreactor Design Models for Technoeconomic Assessment.&#x201D; SSRN Scholarly Paper. Rochester, NY: Social Science Research Network, March 3, 2025. https://doi.org/10.2139/ssrn.5163464.</div> </div>"
66,Variable O&M,R&D,None,20,Nuclear,Nuclear - Large,Advanced,2030,1.9,"Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. “Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.” Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.",Empirical Market Data,N/A,PL7EJT85,"Abou-Jaoude et al., 2024","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. &#x201C;Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.&#x201D; Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.</div> </div>"
67,Variable O&M,R&D,None,20,Nuclear,Nuclear - Large,Moderate,2030,2.8,"Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. “Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.” Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.",Empirical Market Data,N/A,PL7EJT85,"Abou-Jaoude et al., 2024","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. &#x201C;Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.&#x201D; Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.</div> </div>"
68,Variable O&M,R&D,None,20,Nuclear,Nuclear - Large,Conservative,2030,3.4,"Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. “Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.” Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.",Empirical Market Data,N/A,PL7EJT85,"Abou-Jaoude et al., 2024","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. &#x201C;Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.&#x201D; Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.</div> </div>"
69,Variable O&M,R&D,None,20,Nuclear,Nuclear - Small,Advanced,2030,2.2,"Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. “Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.” Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.",Empirical Market Data,N/A,PL7EJT85,"Abou-Jaoude et al., 2024","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. &#x201C;Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.&#x201D; Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.</div> </div>"
70,Variable O&M,R&D,None,20,Nuclear,Nuclear - Small,Moderate,2030,2.6,"Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. “Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.” Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.",Empirical Market Data,N/A,PL7EJT85,"Abou-Jaoude et al., 2024","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. &#x201C;Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.&#x201D; Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.</div> </div>"
71,Variable O&M,R&D,None,20,Nuclear,Nuclear - Small,Conservative,2030,2.8,"Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. “Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.” Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.",Empirical Market Data,N/A,PL7EJT85,"Abou-Jaoude et al., 2024","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. &#x201C;Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.&#x201D; Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.</div> </div>"
72,Variable O&M,R&D,None,20,Nuclear,Nuclear - Microreactor,Advanced,2030,2.2,"Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. “Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.” Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.",Empirical Market Data,N/A,PL7EJT85,"Abou-Jaoude et al., 2024","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. &#x201C;Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.&#x201D; Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.</div> </div>"
73,Variable O&M,R&D,None,20,Nuclear,Nuclear - Microreactor,Moderate,2030,2.6,"Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. “Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.” Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.",Empirical Market Data,N/A,PL7EJT85,"Abou-Jaoude et al., 2024","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. &#x201C;Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.&#x201D; Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.</div> </div>"
74,Variable O&M,R&D,None,20,Nuclear,Nuclear - Microreactor,Conservative,2030,2.8,"Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. “Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.” Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.",Empirical Market Data,N/A,PL7EJT85,"Abou-Jaoude et al., 2024","<div class=""csl-bib-body"" style=""line-height: 1.35; padding-left: 1em; text-indent:-1em;"">   <div class=""csl-entry"">Abou-Jaoude, Abdalla, Levi Larsen, Nahuel Guaita, Ishita Trivedi, Frederick Josek, Christopher Lohse, Edward Hoffman, Nicolas Stauff, Koroush Shirvan, and Adam Stein. &#x201C;Meta-Analysis of Advanced Nuclear Reactor Cost Estimations.&#x201D; Idaho National Laboratory, June 2024. https://www.osti.gov/biblio/2371533.</div> </div>"
75,CFC,R&D,None,20,Nuclear,Nuclear - Large,Advanced,2030,1055.1982324401583,,,,,,
76,CFC,R&D,None,20,Nuclear,Nuclear - Large,Moderate,2030,2017.317288669849,,,,,,
77,CFC,R&D,None,20,Nuclear,Nuclear - Large,Conservative,2030,5177.876243337468,,,,,,
78,CFC,R&D,None,20,Nuclear,Nuclear - Small,Advanced,2030,805.613102360692,,,,,,
79,CFC,R&D,None,20,Nuclear,Nuclear - Small,Moderate,2030,1414.6271002438439,,,,,,
80,CFC,R&D,None,20,Nuclear,Nuclear - Small,Conservative,2030,2481.9106794536015,,,,,,
81,CFC,R&D,None,20,Nuclear,Nuclear - Microreactor,Advanced,2030,492.6440480265981,,,,,,
82,CFC,R&D,None,20,Nuclear,Nuclear - Microreactor,Moderate,2030,671.7873382180883,,,,,,
83,CFC,R&D,None,20,Nuclear,Nuclear - Microreactor,Conservative,2030,850.9306284095785,,,,,,
84,LCOE,R&D,None,20,Nuclear,Nuclear - Large,Advanced,2030,89.65831203517412,,,,,,
85,LCOE,R&D,None,20,Nuclear,Nuclear - Large,Moderate,2030,107.71973855464837,,,,,,
86,LCOE,R&D,None,20,Nuclear,Nuclear - Large,Conservative,2030,163.8893909006823,,,,,,
87,LCOE,R&D,None,20,Nuclear,Nuclear - Small,Advanced,2030,91.8989197683519,,,,,,
88,LCOE,R&D,None,20,Nuclear,Nuclear - Small,Moderate,2030,121.06423041439322,,,,,,
89,LCOE,R&D,None,20,Nuclear,Nuclear - Small,Conservative,2030,167.1145486666745,,,,,,
90,LCOE,R&D,None,20,Nuclear,Nuclear - Microreactor,Advanced,2030,201.12742842299951,,,,,,
91,LCOE,R&D,None,20,Nuclear,Nuclear - Microreactor,Moderate,2030,252.23879875863574,,,,,,
92,LCOE,R&D,None,20,Nuclear,Nuclear - Microreactor,Conservative,2030,303.1501690942719,,,,,,
93,CAPEX,R&D,None,20,Nuclear,Nuclear - Large,Advanced,2030,6409.318232440158,,,,,,
94,CAPEX,R&D,None,20,Nuclear,Nuclear - Large,Moderate,2030,7871.437288669848,,,,,,
95,CAPEX,R&D,None,20,Nuclear,Nuclear - Large,Conservative,2030,13281.996243337468,,,,,,
